"pairId:INTEGER","amzn.id:TEXT","bnn.id:TEXT","amzn.ISBN_13:INTEGER","amzn.Title:TEXT","amzn.Author:TEXT","amzn.Price:FLOAT","amzn.Publisher:TEXT","amzn.Publication_date:TEXT","amzn.Pages:INTEGER","bnn.ISBN_13:TEXT","bnn.Title:TEXT","bnn.Author:TEXT","bnn.Price:FLOAT","bnn.Publisher:TEXT","bnn.Publication Year:TEXT","bnn.Pages:INTEGER",
"1","2","1156","9780385537148","Gray Mountain: A Novel","John Grisham","17.37","Doubleday","10/21/2014","384","9780385537148","Gray Mountain","John Grisham","17.71","Knopf Doubleday Publishing Group","10/21/2014","384"
"2","2","1157","9780385537148","Gray Mountain: A Novel","John Grisham","17.37","Doubleday","10/21/2014","384","9780385537148","Gray Mountain","John Grisham","17.71","Knopf Doubleday Publishing Group","10/21/2014","384"
"3","4","552","9780553805444","The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones (A Song of Ice and Fire)","George R.R. Martin","29.98","Bantam","10/28/2014","336","9780425259870","Blood Magick (Cousins O'Dwyer Trilogy #3)","Nora Roberts","10.21","Penguin Group (USA)","10/28/2014","336"
"4","4","553","9780553805444","The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones (A Song of Ice and Fire)","George R.R. Martin","29.98","Bantam","10/28/2014","336","9780425259870","Blood Magick (Cousins O'Dwyer Trilogy #3)","Nora Roberts","10.21","Penguin Group (USA)","10/28/2014","336"
"5","4","2965","9780553805444","The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones (A Song of Ice and Fire)","George R.R. Martin","29.98","Bantam","10/28/2014","336","9780553805444","The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones","George R. R. Martin","30.58","Random House Publishing Group","10/28/2014","336"
"6","4","2966","9780553805444","The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones (A Song of Ice and Fire)","George R.R. Martin","29.98","Bantam","10/28/2014","336","9780553805444","The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones","George R. R. Martin","30.58","Random House Publishing Group","10/28/2014","336"
"7","4","3240","9780553805444","The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones (A Song of Ice and Fire)","George R.R. Martin","29.98","Bantam","10/28/2014","336","9780373779109","Wyoming Strong","Diana Palmer","7.99","Harlequin","10/28/2014","336"
"8","7","1477","9780345544926","Leaving Time: A Novel","Jodi Picoult","16.8","Ballantine Books","10/14/2014","416","9780345544926","Leaving Time","Jodi Picoult","17.13","Random House Publishing Group","10/14/2014","416"
"9","7","1478","9780345544926","Leaving Time: A Novel","Jodi Picoult","16.8","Ballantine Books","10/14/2014","416","9780345544926","Leaving Time","Jodi Picoult","17.13","Random House Publishing Group","10/14/2014","416"
"10","8","101","9780062268341","Yes Please","Amy Poehler","17.85","Dey Street Books","10/28/2014","352","9780778316688","A Seaside Christmas (Chesapeake Shores Series #10)","Sherryl Woods","7.99","Harlequin","10/28/2014","352"
"11","8","670","9780062268341","Yes Please","Amy Poehler","17.85","Dey Street Books","10/28/2014","352","9781476790589","Christopher's Diary: Secrets of Foxworth","V. C. Andrews","7.99","Pocket Books","10/28/2014","352"
"12","11","563","9781476770383","Revival: A Novel","Stephen King","18.0","Scribner","11/11/2014","416","9781455525898","Blue Labyrinth (Special Agent Pendergast Series #14)","Douglas Preston","13.5","Grand Central Publishing","11/11/2014","416"
"13","11","564","9781476770383","Revival: A Novel","Stephen King","18.0","Scribner","11/11/2014","416","9781455525898","Blue Labyrinth (Special Agent Pendergast Series #14)","Douglas Preston","13.5","Grand Central Publishing","11/11/2014","416"
"14","11","2109","9781476770383","Revival: A Novel","Stephen King","18.0","Scribner","11/11/2014","416","9781476770383","Revival","Stephen King","19.48","Scribner","11/11/2014","416"
"15","11","2110","9781476770383","Revival: A Novel","Stephen King","18.0","Scribner","11/11/2014","416","9781476770383","Revival","Stephen King","19.48","Scribner","11/11/2014","416"
"16","13","552","9780425259870","Blood Magick (Cousins O'Dwyer)","Nora Roberts","10.11","Berkley Trade","10/28/2014","336","9780425259870","Blood Magick (Cousins O'Dwyer Trilogy #3)","Nora Roberts","10.21","Penguin Group (USA)","10/28/2014","336"
"17","13","553","9780425259870","Blood Magick (Cousins O'Dwyer)","Nora Roberts","10.11","Berkley Trade","10/28/2014","336","9780425259870","Blood Magick (Cousins O'Dwyer Trilogy #3)","Nora Roberts","10.21","Penguin Group (USA)","10/28/2014","336"
"18","13","2965","9780425259870","Blood Magick (Cousins O'Dwyer)","Nora Roberts","10.11","Berkley Trade","10/28/2014","336","9780553805444","The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones","George R. R. Martin","30.58","Random House Publishing Group","10/28/2014","336"
"19","13","2966","9780425259870","Blood Magick (Cousins O'Dwyer)","Nora Roberts","10.11","Berkley Trade","10/28/2014","336","9780553805444","The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones","George R. R. Martin","30.58","Random House Publishing Group","10/28/2014","336"
"20","13","3240","9780425259870","Blood Magick (Cousins O'Dwyer)","Nora Roberts","10.11","Berkley Trade","10/28/2014","336","9780373779109","Wyoming Strong","Diana Palmer","7.99","Harlequin","10/28/2014","336"
"21","14","2874","9780756410438","The Slow Regard of Silent Things","Patrick Rothfuss","11.37","DAW Hardcover","10/28/2014","176","9780756410438","The Slow Regard of Silent Things","Patrick Rothfuss","11.59","DAW Hardcover","10/28/2014","176"
"22","14","2875","9780756410438","The Slow Regard of Silent Things","Patrick Rothfuss","11.37","DAW Hardcover","10/28/2014","176","9780756410438","The Slow Regard of Silent Things","Patrick Rothfuss","11.59","DAW Hardcover","10/28/2014","176"
"23","19","1974","9780307962522","Prince Lestat: The Vampire Chronicles","Anne Rice","17.37","Knopf","10/28/2014","480","9780307962522","Prince Lestat (Vampire Chronicles Series #11)","Anne Rice","17.87","Knopf Doubleday Publishing Group","10/28/2014","480"
"24","19","1975","9780307962522","Prince Lestat: The Vampire Chronicles","Anne Rice","17.37","Knopf","10/28/2014","480","9780307962522","Prince Lestat (Vampire Chronicles Series #11)","Anne Rice","17.87","Knopf Doubleday Publishing Group","10/28/2014","480"
"25","21","1119","9780345535528","George R. R. Martin's A Game of Thrones 5-Book Boxed Set (Song of Ice and Fire series): A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast for Crows, and A Dance with Dragons","George R.R. Martin","29.81","Bantam","10/29/2013","5216","9780345535528","George R. R. Martin's A Game of Thrones 5-Book Boxed Set (Song of Ice and Fire series): A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast for Crows, and A Dance with Dragons","George R. R. Martin","30.4","Random House Publishing Group","10/29/2013","5216"
"26","24","2204","9780062242358","Good Dog: True Stories of Love, Loss, and Loyalty","David DiBenedetto","15.28","HarperWave","10/21/2014","336","9781250045645","Seventh Grave and No Body (Charley Davidson Series #7)","Darynda Jones","16.73","St. Martin's Press","10/21/2014","336"
"27","24","2205","9780062242358","Good Dog: True Stories of Love, Loss, and Loyalty","David DiBenedetto","15.28","HarperWave","10/21/2014","336","9781250045645","Seventh Grave and No Body (Charley Davidson Series #7)","Darynda Jones","16.73","St. Martin's Press","10/21/2014","336"
"28","24","2597","9780062242358","Good Dog: True Stories of Love, Loss, and Loyalty","David DiBenedetto","15.28","HarperWave","10/21/2014","336","9780062294401","The First Phone Call from Heaven","Mitch Albom","13.24","HarperCollins Publishers","10/21/2014","336"
"29","29","632","9780425273869","Captivated By You (A Crossfire Novel)","Sylvia Day","9.99","Berkley Trade","11/18/2014","368","9780425273869","Captivated by You (Crossfire Series #4)","Sylvia Day","10.25","Penguin Group (USA)","11/18/2014","368"
"30","29","633","9780425273869","Captivated By You (A Crossfire Novel)","Sylvia Day","9.99","Berkley Trade","11/18/2014","368","9780425273869","Captivated by You (Crossfire Series #4)","Sylvia Day","10.25","Penguin Group (USA)","11/18/2014","368"
"31","37","475","9781476788005","Grace's Guide: The Art of Pretending to Be a Grown-up","Grace Helbig","11.65","Touchstone","10/21/2014","240","9780385538039","Beautiful You","Chuck Palahniuk","16.82","Knopf Doubleday Publishing Group","10/21/2014","240"
"32","37","2260","9781476788005","Grace's Guide: The Art of Pretending to Be a Grown-up","Grace Helbig","11.65","Touchstone","10/21/2014","240","9780062204547","Snowfall: A Days of Redemption Christmas Novella","Shelley Shepard Gray","9.59","HarperCollins Publishers","10/21/2014","240"
"33","42","2739","9781476728209","The Mistletoe Promise","Richard Paul Evans","13.48","Simon & Schuster","11/18/2014","272","9781476728209","The Mistletoe Promise","Richard Paul Evans","13.74","Simon & Schuster","11/18/2014","272"
"34","43","2143","9780525953913","Liberators: A Novel of the Coming Global Collapse","James Wesley Rawles","17.61","Dutton Adult","10/21/2014","416","9780062333056","Rowdy (Marked Men Series #5)","Jay Crownover","10.24","HarperCollins Publishers","10/21/2014","416"
"35","69","1982","9780062325341","Flesh and Blood: A Scarpetta Novel","Patricia Cornwell","17.87","William Morrow","11/11/2014","384","9781455560820","Private India: City on Fire","James Patterson","16.0","Grand Central Publishing","11/11/2014","384"
"36","70","279","9781476792484","After (The After Series)","Anna Todd","9.6","Gallery Books","10/21/2014","592","9781476792484","After","Anna Todd","10.0","Gallery Books","10/21/2014","592"
"37","70","280","9781476792484","After (The After Series)","Anna Todd","9.6","Gallery Books","10/21/2014","592","9781476792484","After","Anna Todd","10.0","Gallery Books","10/21/2014","592"
"38","74","475","9780385538039","Beautiful You: A Novel","Chuck Palahniuk","16.41","Doubleday","10/21/2014","240","9780385538039","Beautiful You","Chuck Palahniuk","16.82","Knopf Doubleday Publishing Group","10/21/2014","240"
"39","74","2260","9780385538039","Beautiful You: A Novel","Chuck Palahniuk","16.41","Doubleday","10/21/2014","240","9780062204547","Snowfall: A Days of Redemption Christmas Novella","Shelley Shepard Gray","9.59","HarperCollins Publishers","10/21/2014","240"
"40","84","1196","9780399172922","Havana Storm (Dirk Pitt Adventure)","Clive Cussler","19.61","Putnam Adult","10/28/2014","464","9780399172922","Havana Storm (Dirk Pitt Series #23)","Clive Cussler","19.8","Penguin Group (USA)","10/28/2014","464"
"41","84","2619","9780399172922","Havana Storm (Dirk Pitt Adventure)","Clive Cussler","19.61","Putnam Adult","10/28/2014","464","9780446556798","The Gods of Guilt (Mickey Haller Series #5)","Michael Connelly","7.0","Grand Central Publishing","10/28/2014","464"
"42","84","2860","9780399172922","Havana Storm (Dirk Pitt Adventure)","Clive Cussler","19.61","Putnam Adult","10/28/2014","464","9780143126478","The Ship of Brides","Jojo Moyes","12.44","Viking Penguin","10/28/2014","464"
"43","90","2929","9781594486296","Small Victories: Spotting Improbable Moments of Grace","Anne Lamott","16.98","Riverhead Hardcover","11/10/2014","304","9781423454472","The Vintage Microphone Handbook","Klaus Heyne","29.96","Hal Leonard Corporation","11/10/2014","304"
"44","103","3111","9780525427919","Wait for Signs: Twelve Longmire Stories","Craig Johnson","16.9","Viking Adult","10/21/2014","192","9780525427919","Wait for Signs: Twelve Longmire Stories","Craig Johnson","17.19","Viking Adult","10/21/2014","192"
"45","123","2827","9780670026067","The Republic of Imagination: America in Three Books","Azar Nafisi","20.99","Viking Adult","10/21/2014","352","9780525428930","The Republic of Imagination: America in Three Books (Signed Book)","Azar Nafisi","20.99","Penguin Group (USA)","10/21/2014","352"
"46","123","2828","9780670026067","The Republic of Imagination: America in Three Books","Azar Nafisi","20.99","Viking Adult","10/21/2014","352","9780670026067","The Republic of Imagination: America in Three Books","Azar Nafisi","20.99","Viking Adult","10/21/2014","352"
"47","128","101","9780345530974","Pegasus: A Novel","Danielle Steel","20.52","Delacorte Press","10/28/2014","352","9780778316688","A Seaside Christmas (Chesapeake Shores Series #10)","Sherryl Woods","7.99","Harlequin","10/28/2014","352"
"48","128","670","9780345530974","Pegasus: A Novel","Danielle Steel","20.52","Delacorte Press","10/28/2014","352","9781476790589","Christopher's Diary: Secrets of Foxworth","V. C. Andrews","7.99","Pocket Books","10/28/2014","352"
"49","130","1860","9781250057174","Robert Kirkman's The Walking Dead: Descent (The Walking Dead Series)","Jay Bonansinga","18.58","Thomas Dunne Books","10/14/2014","288","9780062383976","Orphan Train (Signed Book)","Christina Baker Kline","17.2","HarperCollins Publishers","10/14/2014","288"
"50","148","2512","9781476763125","The Cinderella Murder: An Under Suspicion Novel","Mary Higgins Clark","19.47","Simon & Schuster","11/18/2014","320","9781476763125","The Cinderella Murder (Under Suspicion Series #1)","Mary Higgins Clark","19.58","Simon & Schuster","11/18/2014","320"
"51","148","2513","9781476763125","The Cinderella Murder: An Under Suspicion Novel","Mary Higgins Clark","19.47","Simon & Schuster","11/18/2014","320","9781476763125","The Cinderella Murder (Under Suspicion Series #1)","Mary Higgins Clark","19.58","Simon & Schuster","11/18/2014","320"
"52","148","2686","9781476763125","The Cinderella Murder: An Under Suspicion Novel","Mary Higgins Clark","19.47","Simon & Schuster","11/18/2014","320","9780804179898","The Job (Signed Edition) (Fox and O'Hare Series #3)","Janet Evanovich","20.72","Bantam Books","11/18/2014","320"
"53","148","2687","9781476763125","The Cinderella Murder: An Under Suspicion Novel","Mary Higgins Clark","19.47","Simon & Schuster","11/18/2014","320","9780804179898","The Job (Signed Edition) (Fox and O'Hare Series #3)","Janet Evanovich","20.72","Bantam Books","11/18/2014","320"
"54","152","2150","9780316201643","S.","J. J. Abrams","35.0","Mulholland Books","10/29/2013","472","9780316201643","S.","J. J. Abrams (Created by)","23.99","Little, Brown and Company","10/29/2013","472"
"55","155","2148","9781451643534","Ruth's Journey: The Authorized Novel of Mammy from Margaret Mitchell's Gone with the Wind","Donald McCaig","16.45","Atria Books","10/14/2014","384","9781451643534","Ruth's Journey: The Authorized Novel of Mammy from Margaret Mitchell's Gone with the Wind","Donald McCaig","16.86","Atria Books","10/14/2014","384"
"56","197","2204","9781250045645","Seventh Grave and No Body (Charley Davidson)","Darynda Jones","16.73","St. Martin's Press","10/21/2014","336","9781250045645","Seventh Grave and No Body (Charley Davidson Series #7)","Darynda Jones","16.73","St. Martin's Press","10/21/2014","336"
"57","197","2205","9781250045645","Seventh Grave and No Body (Charley Davidson)","Darynda Jones","16.73","St. Martin's Press","10/21/2014","336","9781250045645","Seventh Grave and No Body (Charley Davidson Series #7)","Darynda Jones","16.73","St. Martin's Press","10/21/2014","336"
"58","197","2597","9781250045645","Seventh Grave and No Body (Charley Davidson)","Darynda Jones","16.73","St. Martin's Press","10/21/2014","336","9780062294401","The First Phone Call from Heaven","Mitch Albom","13.24","HarperCollins Publishers","10/21/2014","336"
"59","219","608","9780451469663","Only Enchanting: A Survivors' Club Novel","Mary Balogh","5.53","Signet","10/28/2014","400","9780062289230","Burn for Me (Hidden Legacy Series #1)","Ilona Andrews","5.99","HarperCollins Publishers","10/28/2014","400"
"60","219","2325","9780451469663","Only Enchanting: A Survivors' Club Novel","Mary Balogh","5.53","Signet","10/28/2014","400","9780425260869","Starhawk","Jack McDevitt","7.19","Ace","10/28/2014","400"
"61","226","1477","9780765338365","An Irish Doctor in Peace and at War: An Irish Country Novel (Irish Country Books)","Patrick Taylor","16.7","Forge Books","10/14/2014","416","9780345544926","Leaving Time","Jodi Picoult","17.13","Random House Publishing Group","10/14/2014","416"
"62","226","1478","9780765338365","An Irish Doctor in Peace and at War: An Irish Country Novel (Irish Country Books)","Patrick Taylor","16.7","Forge Books","10/14/2014","416","9780345544926","Leaving Time","Jodi Picoult","17.13","Random House Publishing Group","10/14/2014","416"
"63","234","552","9780778316640","'Tis The Season: Under the Christmas Tree\Midnight Confessions\Backward Glance","Robyn Carr","5.78","Harlequin MIRA","10/28/2014","336","9780425259870","Blood Magick (Cousins O'Dwyer Trilogy #3)","Nora Roberts","10.21","Penguin Group (USA)","10/28/2014","336"
