id:INTEGER,ISBN_13,Title,Author,Price:FLOAT,Publisher,Publication_date,Pages:INTEGER
486,9780425251171,Archangel's Shadows (Guild Hunter),Nalini Singh,6,Jove,10/28/2014,384
487,9781451628319,Walking on Water: A Novel (The Walk),Richard Paul Evans,12.59,Simon & Schuster,05/06/2014,320
488,9780143039983,The Haunting of Hill House (Penguin Classics),Shirley Jackson,9.35,Penguin Classics,11/28/2006,208
489,9780062306814,The Miniaturist: A Novel,Jessie Burton,19.48,Ecco,08/26/2014,416
490,9780312541163,A Fatal Grace: A Chief Inspector Gamache Novel,Louise Penny,8.74,Minotaur Books,02/15/2011,320
491,9781402782831,The Wind in the Willows (Sterling Illustrated Classics),Kenneth Grahame,12.62,Sterling Children's Books,03/06/2012,224
492,9780425271445,Dark Blood (Carpathian),Christine Feehan,16.04,Berkley Hardcover,09/02/2014,432
493,9780316371247,Sword Art Online 1:  Aincrad,Reki Kawahara,13,Yen On,04/22/2014,256
494,9781451617788,All Fall Down: A Novel,Jennifer Weiner,16.18,Atria Books,06/17/2014,400
495,9780544003422,The Best American Science and Nature Writing 2014,Deborah Blum,10.62,Mariner Books,10/07/2014,352
496,9780399162367,The Golem of Hollywood,Jonathan Kellerman,19.56,Putnam Adult,09/16/2014,560
497,9780553208849,Siddhartha,Hermann Hesse,4.11,Bantam Classics,12/01/1981,160
498,9780374534141,My Struggle: Book 1,Karl Ove Knausgaard,10.12,"Farrar, Straus and Giroux",05/28/2013,448
499,9780374515362,The Complete Stories,Flannery O'Connor,10.86,"Farrar, Straus and Giroux",01/01/1971,576
500,9780374104092,Annihilation: A Novel (The Southern Reach Trilogy),Jeff VanderMeer,8.22,FSG Originals,02/04/2014,208
501,9781476735474,Under the Dome: A Novel,Stephen King,11.27,Gallery Books,06/11/2013,1088
502,9780743477109,Macbeth (Folger Shakespeare Library),William Shakespeare,5.39,Simon & Schuster,07/01/2003,304
503,9780061941030,We Are Water: A Novel (P.S.),Wally Lamb,10.74,Harper Perennial,08/12/2014,592
504,9780764212451,The River,Beverly Lewis,10.11,Bethany House Publishers,09/02/2014,320
505,9780525953999,No Fortunate Son: A Pike Logan Thriller,Brad Taylor,19.84,Dutton Adult,12/30/2014,416
506,9780307474728,Cien años de soledad (Spanish Edition),Gabriel García Márquez,9.04,Vintage Espanol,09/22/2009,496
507,9780684803357,For Whom the Bell Tolls,Ernest Hemingway,9.6,Scribner,07/01/1995,480
508,9780061784811,The Sixth Extinction (Sigma Force),James Rollins,20.48,William Morrow,08/12/2014,448
509,9781400079988,War and Peace (Vintage Classics),Leo Tolstoy,13.35,Vintage,12/02/2008,1296
510,9780345543851,Die Again: A Rizzoli & Isles Novel,Tess Gerritsen,17.93,Ballantine Books,12/30/2014,352
511,9781481983556,Shift - Omnibus Edition (Silo Saga) (Volume 2),Hugh Howey,16.13,CreateSpace Independent Publishing Platform,01/28/2013,608
512,9780345516541,Under the Wide and Starry Sky: A Novel,Nancy Horan,10.12,Ballantine Books,09/23/2014,496
513,9780789328496,Supernatural 2015 Wall Calendar: The Television Series,Warner Bros.,10.77,Universe Publishing,09/02/2014,24
514,9781476779720,Change of Heart,Jude Deveraux,6,Pocket Books,10/21/2014,400
515,9780679886471,The 20th-Century Children's Book Treasury: Picture Books and Stories to Read Aloud,Janet Schulman,22.6,Knopf Books for Young Readers,09/14/1998,320
516,9781616554897,Serenity: Leaves on the Wind,Zack Whedon,13.93,Dark Horse Books,11/18/2014,152
517,9780778316732,"Choir of Angels: Shirley, Goodness and Mercy\Those Christmas Angels\Where Angels Go",Debbie Macomber,11.37,Harlequin MIRA,09/30/2014,544
518,9780618126989,The Silmarillion,J.R.R. Tolkien,11.86,Mariner Books,April 2001,365
519,9780425260937,The Hypnotist's Love Story: A Novel,Liane Moriarty,10.67,Berkley Trade,06/04/2013,480
520,9781414368184,Bridge to Haven,Francine Rivers,16.37,"Tyndale House Publishers, Inc.",04/22/2014,480
521,9780312427290,The Red Tent: A Novel,Anita Diamant,10.27,Picador,08/21/2007,352
522,9780679735779,American Psycho,Bret Easton Ellis,9.01,Vintage,03/06/1991,399
523,9780316376815,Sword Art Online 2:  Aincrad,Reki Kawahara,11.7,Yen On,08/26/2014,256
524,9780062124296,How to Be a Woman,Caitlin Moran,9.9,Harper Perennial,07/17/2012,320
525,9781594204784,Dog Songs,Mary Oliver,20.31,"Penguin Press HC, The",10/08/2013,144
526,9780374528379,The Brothers Karamazov,Larissa Volokhonsky,10.86,"Farrar, Straus and Giroux",06/14/2002,824
527,9780060890681,The Last Anniversary: A Novel,Liane Moriarty,10.66,Harper Perennial,05/30/2006,400
528,9781476753614,The Opposite of Loneliness: Essays and Stories,Marina Keegan,17.59,Scribner,04/08/2014,240
529,9781618930705,LIFE Gone with the Wind: The Great American Movie 75 Years Later,The Editors of LIFE,21.38,Life,10/14/2014,160
530,9781250047274,How the Light Gets In: A Chief Inspector Gamache Novel,Louise Penny,10.11,Minotaur Books,07/29/2014,432
531,9780618640157,"The Lord of the Rings: 50th Anniversary, One Vol. Edition",J.R.R. Tolkien,11.87,Mariner Books,10/12/2005,1178
532,9780399162381,Field of Prey,John Sandford,17.32,Putnam Adult,05/06/2014,400
533,9781477826638,The Vines,Christopher Rice,10.99,47North,10/21/2014,226
534,9780373779079,Snow Angel Cove (Hqn),Raeanne Thayne,6,Harlequin HQN,10/28/2014,384
535,9781451661545,The Silver Star: A Novel,Jeannette Walls,10.52,Scribner,06/03/2014,304
536,9781476706511,"Newsfail: Climate Change, Feminism, Gun Control, and Other Fun Stuff We Talk About Because Nobody Else Will",Jamie Kilstein,16.5,Simon & Schuster,10/14/2014,224
537,9780425271599,Tears of the Moon (Gallaghers of Ardmore Trilogy),Nora Roberts,10.75,Berkley Trade,10/07/2014,352
538,9781926760681,I Wrote This for You,Pleasefindthis,15.22,Central Avenue Publishing,12/20/2011,204
539,9780451232816,The Pillars of the Earth,Ken Follett,5.99,Signet,06/29/2010,1008
540,9780345410023,"The Memory Book: The Classic Guide to Improving Your Memory at Work, at School, and at Play",Harry Lorayne,8.7,Ballantine Books,08/27/1996,240
541,9788129135728,Half Girlfriend,Chetan Bhagat,2.56,Rupa Publications,09/30/2014,280
542,9781250049575,The Nightingale Before Christmas: A Meg Langslow Christmas Mystery (Meg Langslow Mysteries),Donna Andrews,16.26,Minotaur Books,10/21/2014,304
543,9780062107329,The Valley of Amazement,Amy Tan,10.74,Ecco,07/15/2014,608
544,9780679723110,Grendel,John Gardner,8.11,Vintage,05/14/1989,192
545,9781250055361,Someone: A Novel,Alice McDermott,9.86,Picador,10/07/2014,240
546,9780345545930,The City: A Novel,Dean Koontz,16.79,Bantam,07/01/2014,416
547,9781452118154,Star Wars: Book of Sith (Star Wars (Chronicle)),Daniel Wallace,11.27,Chronicle Books,04/16/2013,160
548,9780140444254,The Three Theban Plays: Antigone; Oedipus the King; Oedipus at Colonus,Sophocles,8.05,Penguin Classics,02/07/1984,430
549,9780345505347,Hotel on the Corner of Bitter and Sweet,Jamie Ford,8.52,Ballantine Books,10/06/2009,301
550,9781250024695,The Counterfeit Heiress: A Lady Emily Mystery (Lady Emily Mysteries),Tasha Alexander,17.49,Minotaur Books,10/14/2014,304
551,9780553213454,Alice's Adventures in Wonderland & Through the Looking-Glass (Bantam Classics),Lewis Carroll,3.56,Bantam Classics,05/01/1984,272
552,9780679752554,Discipline & Punish: The Birth of the Prison,Michel Foucault,10.5,Vintage Books,04/25/1995,333
553,9781476784403,Never Can Say Goodbye: Writers on Their Unshakable Love for New York,Sari Botton,11.69,Touchstone,10/14/2014,256
554,9781455599738,Uganda Be Kidding Me,Chelsea Handler,27,Grand Central Publishing,03/04/2014,272
555,9780425271575,W is for Wasted (Kinsey Millhone Mysteries),Sue Grafton,5.78,Berkley,08/05/2014,448
556,9781421575865,Princess Mononoke: The First Story,Hayao Miyazaki,22.13,VIZ Media LLC,10/21/2014,104
557,9781500986193,The Lost Starship,Vaughn Heppner,10.33,CreateSpace Independent Publishing Platform,08/30/2014,370
558,9780399165139,Trust No One,Jayne Ann Krentz,19.86,Putnam Adult,01/06/2015,352
559,9780385721677,Oryx and Crake,Margaret Atwood,9.62,Anchor,03/30/2004,389
560,9780684843322,The Complete Short Stories of Ernest Hemingway: The Finca Vigia Edition,Ernest Hemingway,12.43,Scribner,08/03/1998,650
561,9780743482745,Julius Caesar (Folger Shakespeare Library),William Shakespeare,5.39,Simon & Schuster,01/01/2004,288
562,9781439192603,"Full Dark, No Stars",Stephen King,7.49,Pocket Books,09/20/2011,576
563,9781452126418,Star Wars: The Jedi Path and Book of Sith Deluxe Box Set,Daniel Wallace,30.47,Chronicle Books,08/12/2014,304
564,9780425264324,Thomas Kinkade's Cape Light: All is Bright,Katherine Spencer,19.23,Berkley Hardcover,11/04/2014,304
565,9781499686340,Walden,Henry David Thoreau,8.79,CreateSpace Independent Publishing Platform,05/26/2014,202
566,9780060598242,The Chronicles of Narnia,C.S. Lewis,18.64,HarperCollins Narnia,10/26/2004,784
567,9781594631771,This Is How You Lose Her,Junot Diaz,11.1,Riverhead Trade,09/03/2013,240
568,9780553393873,An Island Christmas: A Novel,Nancy Thayer,13.63,Ballantine Books,10/28/2014,224
569,9780156028356,The Color Purple,Alice Walker,9.02,Mariner Books,05/28/2003,300
570,9780373778966,The Christmas Wedding Ring (Hqn),Susan Mallery,10.72,Harlequin HQN,10/07/2014,336
571,9781400067244,Lucky Us: A Novel,Amy Bloom,15.6,Random House,07/29/2014,256
572,9780147515322,Resurrecting Home: A Novel (The Survivalist Series),A. American,12.23,Plume,12/30/2014,352
573,9780345538543,The Lands of Ice and Fire (A Game of Thrones),George R.R. Martin,31.05,Bantam,10/30/2012,16
574,9781455515813,Cross My Heart (Alex Cross),James Patterson,14.4,Grand Central Publishing,09/30/2014,448
575,9780062124272,Flight Behavior: A Novel,Barbara Kingsolver,10.51,Harper Perennial,06/04/2013,464
576,9780307907905,Sugar Skull,Charles Burns,15.9,Pantheon,09/16/2014,64
577,9780373779314,In Your Dreams (The Blue Heron Series),Kristan Higgins,5.78,Harlequin HQN,09/30/2014,480
578,9780061177590,Women: A Novel,Charles Bukowski,8.74,Ecco,02/27/2007,304
579,9780778316558,The Good Girl (English Edition),Mary Kubica,16.79,Harlequin MIRA,07/29/2014,352
580,9781502446930,Stepbrother Dearest,Penelope Ward,9.88,CreateSpace Independent Publishing Platform,09/23/2014,230
581,9780143034902,The Shadow of the Wind,Carlos Ruiz Zafón,9.95,Penguin Books,01/25/2005,487
582,9780143125877,Spirit of Steamboat: A Longmire Story (A Longmire Mystery),Craig Johnson,9.41,Penguin Books,10/22/2014,176
583,9781780362496,War God: Return of the Plumed Serpent  (Volume 2),Graham Hancock,16.54,Peach Publishing,10/09/2014,454
584,9780802122551,Euphoria,Lily King,17.92,Atlantic Monthly Press,06/03/2014,256
585,9780451465955,Broken Soul (Jane Yellowrock),Faith Hunter,6,Roc,10/07/2014,352
586,9780553419559,J: A Novel,Howard Jacobson,19.08,Hogarth,10/14/2014,352
587,9780553393705,Outlander (Starz Tie-in Edition): A Novel,Diana Gabaldon,11.39,Bantam,07/01/2014,672
588,9780842356329,A Lineage of Grace: Five Stories of Unlikely Women Who Changed Eternity,Francine Rivers,11.41,"Tyndale House Publishers, Inc.",09/17/2009,560
589,9780062282149,The Truth Is a Cave in the Black Mountains: A Tale of Travel and Darkness with Pictures of All Kinds,Neil Gaiman,13.9,William Morrow,06/17/2014,80
590,9780061148521,The Unbearable Lightness of Being: A Novel,Milan Kundera,10.43,Harper Perennial Modern Classics,10/27/2009,320
591,9780062289230,Burn for Me (Hidden Legacy),Ilona Andrews,5.39,Avon,10/28/2014,400
592,9781594745263,Horrorstor: A Novel,Grady Hendrix,9.45,Quirk Books,09/23/2014,240
593,9780061687457,The Pilgrimage (Plus),Paulo Coelho,8.69,HarperOne,09/02/2008,288
594,9781400079278,Kafka on the Shore,Haruki Murakami,9.62,Vintage,01/03/2006,480
595,9780393933659,"The Norton Anthology of World Literature (Third Edition)  (Vol. Package 1: Vols. A, B, C)",Martin Puchner,64.51,W. W. Norton & Company,03/12/2012,3
596,9780486415864,Great Expectations (Dover Thrift Editions),Charles Dickens,2.87,Dover Publications,08/01/2001,384
597,9780061177583,Ham on Rye: A Novel,Charles Bukowski,9.34,Ecco,02/27/2007,288
598,9780140275360,The Iliad (Penguin Classics Deluxe Edition),Homer,10.86,Penguin Classics,11/01/1998,704
599,9780679720218,The Plague,Albert Camus,8.44,Vintage,05/07/1991,320
600,9780544106000,The Best American Comics 2014,Scott McCloud,19.53,Houghton Mifflin Harcourt,10/07/2014,400
601,9780345531797,Dreaming Spies: A novel of suspense featuring Mary Russell and Sherlock Holmes,Laurie R. King,16.22,Bantam,02/24/2015,352
602,9780312573508,The Cruelest Month: A Chief Inspector Gamache Novel,Louise Penny,12.01,Minotaur Books,04/12/2011,320
603,9780393912180,The Norton Reader: An Anthology of Nonfiction (Thirteenth Edition),Melissa Goldthwaite,56.47,W. W. Norton & Company,12/05/2011,1280
604,9780553391886,Last One Home: A Novel,Debbie Macomber,19.26,Ballantine Books,04/21/2015,336
605,9780440245995,The Enemy (Jack Reacher),Lee Child,6.04,Dell,05/19/2009,496
606,9780804171632,What We See When We Read (Vintage Original),Peter Mendelsund,10.72,Vintage,08/05/2014,448
607,9781500712952,Jane Eyre,Charlotte Bronte,10.62,CreateSpace Independent Publishing Platform,08/02/2014,302
608,9780385418867,The Power of Myth,Joseph Campbell,9.04,Anchor,06/01/1991,293
609,9780451417077,The Shadows: A Novel of the Black Dagger Brotherhood,J.R. Ward,20.47,NAL Hardcover,03/31/2015,592
610,9780140442106,Letters from a Stoic (Penguin Classics),Lucius Annaeus Seneca,9.91,Penguin Books,07/30/1969,254
611,9780804170642,An Event in Autumn: A Kurt Wallander Mystery (Vintage Crime/Black Lizard Original),Henning Mankell,9.45,Vintage,08/12/2014,176
612,9780373778911,The Darkest Touch (Lords of the Underworld),Gena Showalter,6.79,Harlequin HQN,11/25/2014,496
613,9780312427733,Middlesex: A Novel (Oprah's Book Club),Jeffrey Eugenides,8.7,Picador,06/05/2007,544
614,9781629051352,Disney Frozen Wall Calendar (2015),Day Dream,13.49,Day Dream,07/15/2014,32
615,9780374518684,Roald Dahl's Book of Ghost Stories,Roald Dahl,8.48,"Farrar, Straus and Giroux",10/01/1984,235
616,9780061257100,The Shoemaker's Wife: A Novel,Adriana Trigiani,10.3,Harper Paperbacks,08/21/2012,496
617,9780679746317,Up in the Old Hotel,Joseph Mitchell,12.73,Vintage,06/01/1993,736
618,9780679760801,The Master and Margarita,Mikhail Bulgakov,7.91,Vintage,03/19/1996,384
619,9781607065937,The Walking Dead Book 8 HC,Robert Kirkman,23.03,Image Comics,09/26/2012,336
620,9780143038092,The Joy Luck Club,Amy Tan,10.57,Penguin Books,09/21/2006,288
621,9781582408057,"The Walking Dead, Vol. 3: Safety Behind Bars",Robert Kirkman,11.72,Image Comics,01/07/2009,136
622,9780061148514,The Bell Jar,Sylvia Plath,10.16,Harper Perennial Modern Classics,10/17/2006,288
623,9780380730407,Rebecca,Daphne Du Maurier,11.06,William Morrow Paperbacks,09/05/2006,416
624,9781476776521,A Vision of Fire: A Novel,Gillian Anderson,18.63,Simon & Schuster/ Simon451,10/07/2014,304
625,9780062068255,The Strain,Chuck Hogan,9.85,William Morrow Paperbacks,09/20/2011,432
626,9781594747137,William Shakespeare's The Jedi Doth Return,Ian Doescher,9.99,Quirk Books,07/01/2014,168
627,9780143121107,The Last Letter from Your Lover: A Novel,Jojo Moyes,9.04,Penguin Books,06/26/2012,416
628,9780692213292,The Lone Gladio (Volume 1),Ms. Sibel D Edmonds,16.03,Sibel Edmonds,08/07/2014,374
629,9781250029911,Son of No One (Dark-Hunter Novels),Sherrilyn Kenyon,16.65,St. Martin's Press,09/02/2014,432
630,9781400033423,Song of Solomon,Toni Morrison,8.48,Vintage,06/08/2004,352
631,9780679733737,The Myth of Sisyphus: And Other Essays,Albert Camus,9.02,Vintage,05/07/1991,224
632,9780345546883,The One & Only: A Novel,Emily Giffin,16.52,Ballantine Books,05/20/2014,432
633,9780385353571,Gabriel: A Poem,Edward Hirsch,19.06,Knopf,09/02/2014,96
634,9781401308582,The Five People You Meet in Heaven,Mitch Albom,13.99,Hachette Books,03/01/2006,196
635,9781250052001,Full Measure: A Novel,T. Jefferson Parker,18.65,St. Martin's Press,10/07/2014,288
636,9781414336251,The Auschwitz Escape,Joel C. Rosenberg,12.12,"Tyndale House Publishers, Inc.",09/19/2014,480
637,9780061577079,The Poisonwood Bible: A Novel,Barbara Kingsolver,14.32,Harper Perennial Modern Classics,06/10/2008,576
638,9780345497420,New York: The Novel,Edward Rutherfurd,10.48,Ballantine Books,09/21/2010,880
639,9780778316565,The Betrayed (Krewe of Hunters),Heather Graham,5.79,Harlequin MIRA,09/30/2014,368
640,9781476710792,Wayfaring Stranger: A Novel,James Lee Burke,16.08,Simon & Schuster,07/15/2014,448
641,9780312425326,The Death of Adam: Essays on Modern Thought,Marilynne Robinson,10.67,Picador,10/13/2005,280
642,9780811216029,A Streetcar Named Desire (New Directions Paperbook),Tennessee Williams,7.46,New Directions,September 2004,224
643,9780373779109,Wyoming Strong,Diana Palmer,6,Harlequin HQN,10/28/2014,336
644,9780385341004,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,8.52,Dial Press,05/05/2009,290
645,9781250054708,The Walking Dead: The Fall of the Governor: Part Two (The Walking Dead Series),Robert Kirkman,11.63,St. Martin's Griffin,10/07/2014,304
646,9780374104108,Authority: A Novel (The Southern Reach Trilogy),Jeff VanderMeer,10.64,FSG Originals,05/06/2014,352
647,9780307473004,The Minor Adjustment Beauty Salon: No. 1 Ladies' Detective Agency (14),Alexander McCall Smith,10.08,Anchor,06/03/2014,272
648,9780060628628,The Sermon on the Mount: The Key to Success in Life,Emmet Fox,8.69,HarperOne,07/28/2009,182
649,9781572225282,French Grammar (Quickstudy: Academic),Inc. BarCharts,6.95,QuickStudy,03/01/2001,6
650,9780812982855,Tell the Wolves I'm Home: A Novel,Carol Rifka Brunt,11.64,Dial Press Trade Paperback,06/04/2013,384
651,9780062110848,The Golem and the Jinni: A Novel (P.S.),Helene Wecker,11.17,Harper Perennial,12/31/2013,512
652,9780486284996,Narrative of the Life of Frederick Douglass (Dover Thrift Editions),Frederick Douglass,2.7,Dover Publications,04/13/1995,96
653,9780989760713,The Wallcreeper,Nell Zink,13.29,"Dorothy, a publishing project",10/01/2014,200
654,9780380729401,Something Wicked This Way Comes,Ray Bradbury,6,Avon,09/26/2006,304
655,9781455553617,Reunion: A Novel,Hannah Pittard,22.5,Grand Central Publishing,10/07/2014,288
656,9781416586296,Half Broke Horses: A True-Life Novel,Jeannette Walls,9.69,Scribner,09/07/2010,272
657,9780451196712,The Long Walk,Stephen King,7.19,Signet,04/01/1999,384
658,9781594205989,"Bohemians, Bootleggers, Flappers, and Swells: The Best of Early Vanity Fair",Graydon Carter,22.24,"Penguin Press HC, The",10/30/2014,432
659,9781555976712,The Empathy Exams: Essays,Leslie Jamison,11.65,Graywolf Press,04/01/2014,256
660,9781605427348,Burnt Tongues,Richard Thomas,9.45,Medallion Press,08/12/2014,400
661,9781451684483,World of Warcraft: War Crimes,Christie Golden,16.7,Pocket Books,05/06/2014,368
662,9781400069620,Delicious!: A Novel,Ruth Reichl,17.06,Random House,05/06/2014,400
663,9781939130679,"Mobile Suit Gundam: THE ORIGIN, Volume 7: Battle of Loum",Yoshikazu Yasuhiko,19.69,Vertical,09/30/2014,420
664,9780307389831,What I Talk About When I Talk About Running (Vintage International),Haruki Murakami,9.02,Vintage,08/11/2009,192
665,9781250045942,A Quilt for Christmas,Sandra Dallas,14.06,St. Martin's Press,10/14/2014,256
666,9781601625670,The Cartel 5: La Bella Mafia (Urban Books),Ashley Jaquavis,12.41,Urban Books,11/25/2014,288
667,9780143039945,Gravity's Rainbow (Penguin Classics Deluxe Edition),Thomas Pynchon,11.86,Penguin Classics,10/31/2006,776
668,9780345803788,Crazy Rich Asians,Kevin Kwan,9.49,Anchor,05/20/2014,544
669,9780440245988,Persuader (Jack Reacher),Lee Child,5.99,Dell,05/19/2009,496
670,9780785232322,"The Noticer: Sometimes, all a person needs is a little perspective",Andy Andrews,10.14,Thomas Nelson,04/12/2011,176
671,9780985545505,Penpal,Dathan Auerbach,8.99,1000Vultures,07/11/2012,252
672,9780544324022,Mr. Bones: Twenty Stories,Paul Theroux,20.34,Houghton Mifflin Harcourt,09/30/2014,368
673,9780689717383,The Relatives Came,Cynthia Rylant,7.99,Modern Curriculum Press,07/31/1993,32
674,9780062303110,NYC Basic Tips and Etiquette,Nathan W. Pyle,7.98,William Morrow Paperbacks,04/15/2014,144
675,9780765365279,"The Way of Kings (Stormlight Archive, The)",Brandon Sanderson,8.08,Tor Fantasy,05/24/2011,1280
676,9781591477433,How to Write a Lot: A Practical Guide to Productive Academic Writing,Paul J. Silvia,9.02,Amer Psychological Assn,01/15/2007,149
677,9780553418842,The Book of Strange New Things: A Novel,Michel Faber,17.71,Hogarth,10/28/2014,512
678,9780451416698,Trick or Deadly Treat: A Fresh-Baked Mystery,Livia J. Washburn,8.86,NAL Trade,10/07/2014,304
679,9781250024176,"Bring Up the Bodies (Wolf Hall, Book 2)",Hilary Mantel,9.07,Picador,05/07/2013,432
680,9780143115625,The Likeness,Tana French,9.05,Penguin Books,05/26/2009,466
681,9781451673043,Accidents of Marriage: A Novel,Randy Susan Meyers,15.81,Atria Books,09/02/2014,368
682,9780393923391,The Norton Introduction to Literature (Portable Eleventh Edition),Kelly J. Mays,60,W. W. Norton & Company,11/05/2013,1408
683,9781455516902,Adulting: How to Become a Grown-up in 468 Easy(ish) Steps,Kelly Williams Brown,15,Grand Central Publishing,05/07/2013,288
684,9780062196927,The Night Eternal (Strain Trilogy),Chuck Hogan,10.73,William Morrow Paperbacks,10/08/2013,560
685,9781416596134,Consumed: A Novel,David Cronenberg,16.45,Scribner,09/30/2014,320
686,9781439152812,The Secret Keeper: A Novel,Kate Morton,9.58,Washington Square Press,07/16/2013,496
687,9780425275139,Command Authority (A Jack Ryan Novel),Tom Clancy,8.99,Berkley,10/07/2014,608
688,9781421527611,All You Need Is Kill,Hiroshi Sakurazaka,7.9,Haikasoru,07/21/2009,230
689,9780812984255,Tenth of December: Stories,George Saunders,9.46,Random House Trade Paperbacks,01/07/2014,288
690,9780061726811,Before I Fall,Lauren Oliver,8.14,HarperCollins,10/25/2011,496
691,9780062225443,Reconstructing Amelia: A Novel,Kimberly McCreight,12.3,Harper Perennial,12/03/2013,400
692,9780451418449,World Without End,Ken Follett,5.99,Signet,10/02/2012,1056
693,9780691138701,Dictionary of Untranslatables: A Philosophical Lexicon (Translation / Transnation),Michael Wood,40.9,Princeton University Press,02/09/2014,1344
694,9780451529060,The Origin Of Species: 150th Anniversary Edition,Charles Darwin,6.26,Signet Classics,09/02/2003,576
695,9780812981926,TransAtlantic: A Novel,Colum McCann,12.45,Random House Trade Paperbacks,05/20/2014,336
696,9780325044354,"Texts and Lessons for Teaching Literature: with 65 fresh mentor texts from Dave Eggers, Nikki Giovanni, Pat Conroy, Jesus Colon, Tim O'Brien, Judith Ortiz Cofer, and many more",Nancy Steineke,30.77,Heinemann,03/06/2013,312
697,9780451209337,The Kill Artist,Daniel Silva,6.04,Signet,04/06/2004,512
698,9780143123309,Broken Harbor: A Novel (Dublin Murder Squad),Tana French,10.12,Penguin Books,04/30/2013,450
699,9780486415871,Crime and Punishment (Dover Thrift Editions),Fyodor Dostoyevsky,3.33,Dover Publications,08/22/2001,480
700,9780765364883,A Memory of Light (Wheel of Time),Robert Jordan,6.27,Tor Fantasy,12/31/2013,1168
701,9780345521316,The Paris Wife: A Novel (Random House Reader's Circle),Paula McLain,9.1,Ballantine Books,11/27/2012,352
702,9780778316688,"A Seaside Christmas: Santa, Baby (Chesapeake Shores Novels)",Sherryl Woods,7.19,Harlequin MIRA,10/28/2014,352
703,9781477824757,Yellow Crocus,Laila Ibrahim,10.99,Lake Union Publishing,08/19/2014,252
704,9780380813810,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,9.04,William Morrow Paperbacks,05/25/2004,444
705,9780312614164,A Rule Against Murder: A Chief Inspector Gamache Novel,Louise Penny,9.66,Minotaur Books,03/15/2011,336
706,9780451450524,The Last Unicorn,Peter S. Beagle,9.66,Roc Trade,01/01/1991,304
707,9780425272251,The Lost Stars: Imperfect Sword,Jack Campbell,18.43,Ace Hardcover,10/07/2014,384
708,9781476738017,A Man Called Ove: A Novel,Fredrik Backman,15.81,Atria Books,07/15/2014,352
709,9780451208637,"The Divine Comedy (The Inferno, The Purgatorio, and The Paradiso)",Dante Alighieri,13.9,NAL Trade,05/27/2003,928
710,9780553588965,The Republic of Thieves (Gentleman Bastards),Scott Lynch,6,Del Rey,07/29/2014,704
711,9780991379668,Hudson (Fixed) (Volume 4),Laurelin Paige,12.39,Paige Press,07/08/2014,336
712,9781594747915,"William Shakespeare's Star Wars Trilogy: The Royal Imperial Boxed Set: Includes Verily, A New Hope; The Empire Striketh Back; The Jedi Doth Return; and and 8-by-34-inch full-color poster",Ian Doescher,30.26,Quirk Books,10/28/2014,520
713,9780441627400,The Once and Future King,Terence Hanbury White,6.29,Ace,07/15/1987,639
714,9781476783598,Halo: Broken Circle,John Shirley,10.12,Gallery Books,11/04/2014,352
715,9780062082848,"Guillermo del Toro Cabinet of Curiosities: My Notebooks, Collections, and Other Obsessions",Guillermo Del Toro,36.81,Harper Design,10/29/2013,256
716,9781476792507,After We Fell (The After Series),Anna Todd,11.43,Gallery Books,12/30/2014,336
717,9781476703183,The Wolf in Winter: A Charlie Parker Thriller,John Connolly,19.16,Atria/Emily Bestler Books,10/28/2014,432
718,9780785131243,"Deadpool Classic, Vol. 1",Joe Kelly,17.39,Marvel,05/07/2008,264
719,9780679433132,The Divine Comedy: Inferno; Purgatorio; Paradiso (Everyman's Library),Dante Alighieri,14.69,Everyman's Library,08/01/1995,798
720,9780451167538,Different Seasons (Signet),Stephen King,6,Signet,08/29/1983,512
721,9781594747151,William Shakespeare's The Empire Striketh Back (William Shakespeare's Star Wars Trilogy),Ian Doescher,10.46,Quirk Books,03/18/2014,176
722,9780451468253,"Murder, She Wrote: Death of a Blue Blood",Jessica Fletcher,17.97,NAL Hardcover,10/07/2014,288
723,9780060853983,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Neil Gaiman,6,HarperTorch,11/28/2006,432
724,9780765375865,Lock In,John Scalzi,15.8,Tor Books,08/26/2014,336
725,9780812979510,The Burgess Boys: A Novel,Elizabeth Strout,9.86,Random House Trade Paperbacks,04/08/2014,352
726,9780451417060,The King: A Novel of the Black Dagger Brotherhood,J.R. Ward,5.78,Signet,08/26/2014,640
727,9780399171239,Top Secret (A Clandestine Operations Novel),W.E.B. Griffin,19.61,Putnam Adult,08/05/2014,528
728,9780425259399,Haunted (A Bishop/SCU Novel),Kay Hooper,18.36,Berkley Hardcover,09/02/2014,320
729,9780375424335,Building Stories,Chris Ware,28.25,Pantheon,10/02/2012,260
730,9781478735908,"Letters, to the Men I Have Loved",Mirtha Michelle Castro Marmol,15.24,Outskirts Press,06/09/2014,130
731,9780807083697,Holt McDougal Library: Kindred,Octavia E. Butler,9.88,Beacon Press,02/01/2004,287
732,9781455519149,"Egghead: Or, You Can't Survive on Ideas Alone",Bo Burnham,22,Grand Central Publishing,10/01/2013,240
733,9780553380958,Snow Crash (Bantam Spectra Book),Neal Stephenson,8.48,Spectra,05/02/2000,440
734,9781492230793,Forbidden Surrender,Priscilla West,4.97,CreateSpace Independent Publishing Platform,08/23/2013,218
